sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,SERIAL.battery2,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
5/26/2025,11:46:54.48 AM,3m 13.8s,193.8,44.5015207708711,1.0747119973909,6.5,7.5,8.5,296,471.0,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6.6,4.1,178.6,178.6,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,164.3,164.3,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,969,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:54.58 AM,3m 13.9s,193.9,44.5015207392402,1.0747120198762,6.2,7.5,8.5,296,471.0,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6.1,4.4,178.5,178.5,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,164.3,164.3,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,969,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:54.68 AM,3m 14.0s,194.0,44.5015207351756,1.0747121480618,6.2,7.5,8.5,296,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,3.1,5.7,178.2,178.2,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,164.3,164.3,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:54.78 AM,3m 14.1s,194.1,44.5015207788439,1.0747122377148,6.2,7.5,8.5,296,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,2.7,7,178.1,178.1,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,163.2,163.2,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:54.88 AM,3m 14.2s,194.2,44.5015208071398,1.0747122995975,6.2,7.5,8.5,296,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,2.4,6.3,176.4,176.4,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,158.7,158.7,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:54.98 AM,3m 14.3s,194.3,44.5015208102143,1.0747123365925,5.9,7.5,8.5,295,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,2.2,6.2,171.9,171.9,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,152.8,152.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.08 AM,3m 14.4s,194.4,44.5015208044822,1.0747123719541,5.9,7.5,8.5,295,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,2.6,6.4,166,166,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,146.8,146.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.18 AM,3m 14.5s,194.5,44.5015208079214,1.0747123537928,5.9,7.5,8.5,295,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,3.2,4.8,160,160,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,140.8,140.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.28 AM,3m 14.6s,194.6,44.5015207850972,1.0747123316919,5.9,7.5,8.5,295,471.1,0,16.783014,0,16.77705,0,7.158208,0,0.447388,4.7,4.7,153.9,153.9,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,134.8,134.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.165,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,722,54,,18,10,17973.6,4493.40,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.38 AM,3m 14.7s,194.7,44.5015207560196,1.0747123069004,5.9,7.5,8.5,295,471.2,0,16.783014,0,16.77705,0,7.158208,0,0.447388,4.8,1.5,147.9,147.9,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,128.8,128.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.47 AM,3m 14.8s,194.8,44.5015208523714,1.0747123067082,5.9,7.5,8.5,295,471.2,0,16.783014,0,16.77705,0,7.158208,0,0.447388,5.7,2,141.9,141.9,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,122.8,122.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.57 AM,3m 14.9s,194.9,44.5015208438254,1.0747122935437,5.5,7.5,8.5,295,471.2,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6.8,3.1,136,136,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,116.8,116.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.68 AM,3m 15.0s,195.0,44.5015207993753,1.074712267503,5.5,7.5,8.5,295,471.2,0,16.783014,0,16.77705,0,7.158208,0,0.447388,8,1.4,130,130,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,110.8,110.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.78 AM,3m 15.1s,195.1,44.501520699897,1.0747122097523,5.5,7.5,8.5,295,471.3,0,16.783014,0,16.77705,0,7.158208,0,0.447388,7.3,-0.5,123.8,123.8,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,104.8,104.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,364,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.4,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.88 AM,3m 15.2s,195.2,44.501520447892,1.0747120952117,5.5,7.5,8.5,295,471.4,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6.3,-2.1,117.7,117.7,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,98.8,98.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,377,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.5,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:55.99 AM,3m 15.3s,195.3,44.5015203252767,1.0747119927785,5.2,7.5,8.5,295,471.4,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6,-2.9,111.7,111.7,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,92.8,92.8,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,910,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.6,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
5/26/2025,11:46:56.09 AM,3m 15.4s,195.4,44.5015202385132,1.0747119685636,5.2,7.5,8.5,295,471.4,0,16.783014,0,16.77705,0,7.158208,0,0.447388,6.1,-2.3,106,106,,P-GPS,Other,,30,5,True,,Mini 3,True,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Follow Yaw,-23.8,0,87.9,87.9,False,False,False,False,False,False,,True,Normal,100,100,1024,1024,1024,1024,1,False,False,False,False,False,0,False,False,False,False,40,7.173,901,2280,7.177,False,3.589,3.584,0.011,False,False,4.767,100.2,96.2,100.2,721,54,,18,10,17984.2,4496.06,,Idle,,20,,10,,10,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,44.5019157507442,1.0749920421976,161.6,,393.7,True,1,1,False,False,False,False,,True,False,False,Course Lock,177.1,,16.4,32,,,,,Calm,False,False,,1.17.1,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,632,1.2,13.1,16.783089,4.697574,0,0,DJI Mini 3,687XMA80020B34,53HQM8M0M5BE9Y,396XM9R02M08B6,52XPM9LCA4005Q,DJI Fly,,1.17.1,36C3D50D-A9A3-1497-FB84-826A67955FC2,687XMA80020B34,53HQM8M0M5BE9Y,,396XM9R02M08B6,52XPM9LCA4005Q,,,,,,
